tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,channel,tempo,program,note,velocity
7416,note_on,1,0,0,,,,,0,,,73,96
7416,note_on,0,0,0,,,,,4,,,59,96
7437,note_off,21,0,0,,,,,0,,,73,0
7437,note_off,0,0,0,,,,,4,,,59,0
7440,note_on,3,0,0,,,,,4,,,61,96
7461,note_off,21,0,0,,,,,4,,,61,0
7464,note_on,3,0,0,,,,,0,,,69,96
7464,note_on,0,0,0,,,,,4,,,57,96
7485,note_off,21,0,0,,,,,0,,,69,0
7485,note_off,0,0,0,,,,,4,,,57,0
7488,note_on,3,0,0,,,,,0,,,68,96
7488,note_on,0,0,0,,,,,4,,,52,96
7500,note_off,12,0,0,,,,,0,,,68,0
7500,note_on,0,0,0,,,,,0,,,69,96
7510,note_off,10,0,0,,,,,0,,,69,0
7512,note_on,2,0,0,,,,,0,,,71,96
7524,note_off,12,0,0,,,,,0,,,71,0
7524,note_on,0,0,0,,,,,0,,,69,96
7534,note_off,10,0,0,,,,,0,,,69,0
7536,note_on,2,0,0,,,,,0,,,73,96
7548,note_off,12,0,0,,,,,0,,,73,0
7548,note_on,0,0,0,,,,,0,,,71,96
7558,note_off,10,0,0,,,,,0,,,71,0
7560,note_on,2,0,0,,,,,0,,,74,96
7572,note_off,12,0,0,,,,,0,,,74,0
7572,note_on,0,0,0,,,,,0,,,73,96
7582,note_off,10,0,0,,,,,0,,,73,0
7584,note_on,2,0,0,,,,,0,,,76,96
7632,note_off,48,0,0,,,,,0,,,76,0
7632,note_on,0,0,0,,,,,0,,,74,96
7653,note_off,21,0,0,,,,,0,,,74,0
7656,note_on,3,0,0,,,,,0,,,73,96
7668,note_off,12,0,0,,,,,0,,,73,0
7668,note_on,0,0,0,,,,,0,,,71,96
7678,note_off,10,0,0,,,,,0,,,71,0
7680,note_on,2,0,0,,,,,0,,,74,96
7692,note_off,12,0,0,,,,,0,,,74,0
7692,note_on,0,0,0,,,,,0,,,73,96
7702,note_off,10,0,0,,,,,0,,,73,0
7704,note_on,2,0,0,,,,,0,,,76,96
7716,note_off,12,0,0,,,,,0,,,76,0
7716,note_on,0,0,0,,,,,0,,,74,96
7726,note_off,10,0,0,,,,,0,,,74,0
7728,note_on,2,0,0,,,,,0,,,78,96
7740,note_off,12,0,0,,,,,0,,,78,0
7740,note_on,0,0,0,,,,,0,,,76,96
7750,note_off,10,0,0,,,,,0,,,76,0
7752,note_on,2,0,0,,,,,0,,,80,96
7764,note_off,12,0,0,,,,,0,,,80,0
7764,note_on,0,0,0,,,,,0,,,78,96
7774,note_off,10,0,0,,,,,0,,,78,0
7776,note_on,2,0,0,,,,,0,,,81,96
7800,note_off,24,0,0,,,,,4,,,52,0
7800,note_on,0,0,0,,,,,4,,,61,96
7821,note_off,21,0,0,,,,,4,,,61,0
7824,note_off,3,0,0,,,,,0,,,81,0
7824,note_on,0,0,0,,,,,0,,,80,96
7824,note_on,0,0,0,,,,,4,,,59,96
7845,note_off,21,0,0,,,,,0,,,80,0
7845,note_off,0,0,0,,,,,4,,,59,0
7848,note_on,3,0,0,,,,,0,,,78,96
7848,note_on,0,0,0,,,,,4,,,57,96
7860,note_off,12,0,0,,,,,0,,,78,0
7860,note_on,0,0,0,,,,,0,,,76,96
7869,note_off,9,0,0,,,,,4,,,57,0
7870,note_off,1,0,0,,,,,0,,,76,0
7872,note_on,2,0,0,,,,,0,,,86,96
7872,note_on,0,0,0,,,,,4,,,56,96
7893,note_off,21,0,0,,,,,4,,,56,0
7896,note_on,3,0,0,,,,,4,,,57,96
7903,note_off,7,0,0,,,,,0,,,86,0
7908,note_on,5,0,0,,,,,0,,,85,96
7913,note_off,5,0,0,,,,,0,,,85,0
7914,note_on,1,0,0,,,,,0,,,83,96
7917,note_off,3,0,0,,,,,4,,,57,0
7919,note_off,2,0,0,,,,,0,,,83,0
7920,note_on,1,0,0,,,,,0,,,85,96
7920,note_on,0,0,0,,,,,4,,,64,96
7926,note_off,6,0,0,,,,,0,,,85,0
7926,note_on,0,0,0,,,,,0,,,83,96
7932,note_off,6,0,0,,,,,0,,,83,0
7932,note_on,0,0,0,,,,,0,,,85,96
7938,note_off,6,0,0,,,,,0,,,85,0
7938,note_on,0,0,0,,,,,0,,,83,96
7941,note_off,3,0,0,,,,,4,,,64,0
7944,note_off,3,0,0,,,,,0,,,83,0
7944,note_on,0,0,0,,,,,0,,,85,96
7944,note_on,0,0,0,,,,,4,,,52,96
7950,note_off,6,0,0,,,,,0,,,85,0
7950,note_on,0,0,0,,,,,0,,,83,96
7956,note_off,6,0,0,,,,,0,,,83,0
7956,note_on,0,0,0,,,,,0,,,85,96
7962,note_off,6,0,0,,,,,0,,,85,0
7962,note_on,0,0,0,,,,,0,,,83,96
7965,note_off,3,0,0,,,,,4,,,52,0
7967,note_off,2,0,0,,,,,0,,,83,0
7968,note_on,1,0,0,,,,,0,,,81,96
7968,note_on,0,0,0,,,,,4,,,57,96
7989,note_off,21,0,0,,,,,4,,,57,0
7992,note_on,3,0,0,,,,,4,,,59,96
8010,note_off,18,0,0,,,,,0,,,81,0
8013,note_off,3,0,0,,,,,4,,,59,0
8016,note_on,3,0,0,,,,,4,,,61,96
8037,note_off,21,0,0,,,,,4,,,61,0
8040,note_on,3,0,0,,,,,0,,,69,80
8040,note_on,0,0,0,,,,,4,,,57,96
8061,note_off,21,0,0,,,,,0,,,69,0
8061,note_off,0,0,0,,,,,4,,,57,0
8064,note_on,3,0,0,,,,,0,,,68,80
8064,note_on,0,0,0,,,,,4,,,52,80
8076,note_off,12,0,0,,,,,0,,,68,0
8076,note_on,0,0,0,,,,,0,,,69,80
8086,note_off,10,0,0,,,,,0,,,69,0
8088,note_on,2,0,0,,,,,0,,,71,80
8100,note_off,12,0,0,,,,,0,,,71,0
8100,note_on,0,0,0,,,,,0,,,69,80
8110,note_off,10,0,0,,,,,0,,,69,0
8112,note_on,2,0,0,,,,,0,,,73,80
8124,note_off,12,0,0,,,,,0,,,73,0
8124,note_on,0,0,0,,,,,0,,,71,80
8134,note_off,10,0,0,,,,,0,,,71,0
8136,note_on,2,0,0,,,,,0,,,74,80
8148,note_off,12,0,0,,,,,0,,,74,0
8148,note_on,0,0,0,,,,,0,,,73,80
8158,note_off,10,0,0,,,,,0,,,73,0
8160,note_on,2,0,0,,,,,0,,,76,80
8208,note_off,48,0,0,,,,,0,,,76,0
8208,note_on,0,0,0,,,,,0,,,74,80
8229,note_off,21,0,0,,,,,0,,,74,0
8232,note_on,3,0,0,,,,,0,,,73,80
8244,note_off,12,0,0,,,,,0,,,73,0
8244,note_on,0,0,0,,,,,0,,,71,80
8254,note_off,10,0,0,,,,,0,,,71,0
8256,note_on,2,0,0,,,,,0,,,74,80
8268,note_off,12,0,0,,,,,0,,,74,0
8268,note_on,0,0,0,,,,,0,,,73,80
8278,note_off,10,0,0,,,,,0,,,73,0
8280,note_on,2,0,0,,,,,0,,,76,80
8292,note_off,12,0,0,,,,,0,,,76,0
8292,note_on,0,0,0,,,,,0,,,74,80
8302,note_off,10,0,0,,,,,0,,,74,0
8304,note_on,2,0,0,,,,,0,,,78,80
8316,note_off,12,0,0,,,,,0,,,78,0
8316,note_on,0,0,0,,,,,0,,,76,80
8326,note_off,10,0,0,,,,,0,,,76,0
8328,note_on,2,0,0,,,,,0,,,80,80
8340,note_off,12,0,0,,,,,0,,,80,0
8340,note_on,0,0,0,,,,,0,,,78,80
8350,note_off,10,0,0,,,,,0,,,78,0
8352,note_on,2,0,0,,,,,0,,,81,80
8376,note_off,24,0,0,,,,,4,,,52,0
8376,note_on,0,0,0,,,,,4,,,61,80
8397,note_off,21,0,0,,,,,4,,,61,0
8400,note_off,3,0,0,,,,,0,,,81,0
8400,note_on,0,0,0,,,,,0,,,80,80
8400,note_on,0,0,0,,,,,4,,,59,80
8421,note_off,21,0,0,,,,,0,,,80,0
8421,note_off,0,0,0,,,,,4,,,59,0
8424,note_on,3,0,0,,,,,0,,,78,80
8424,note_on,0,0,0,,,,,4,,,57,80
8436,note_off,12,0,0,,,,,0,,,78,0
8436,note_on,0,0,0,,,,,0,,,76,80
8445,note_off,9,0,0,,,,,4,,,57,0
8446,note_off,1,0,0,,,,,0,,,76,0
8448,note_on,2,0,0,,,,,0,,,86,80
8448,note_on,0,0,0,,,,,4,,,56,80
8460,note_off,12,0,0,,,,,0,,,86,0
8460,note_on,0,0,0,,,,,0,,,83,80
8469,note_off,9,0,0,,,,,4,,,56,0
8470,note_off,1,0,0,,,,,0,,,83,0
8472,note_on,2,0,0,,,,,0,,,85,80
8472,note_on,0,0,0,,,,,4,,,57,80
8484,note_off,12,0,0,,,,,0,,,85,0
8484,note_on,0,0,0,,,,,0,,,81,80
8493,note_off,9,0,0,,,,,4,,,57,0
8494,note_off,1,0,0,,,,,0,,,81,0
8496,note_on,2,0,0,,,,,0,,,85,80
8496,note_on,0,0,0,,,,,4,,,64,80
8502,note_off,6,0,0,,,,,0,,,85,0
8502,note_on,0,0,0,,,,,0,,,83,80
8508,note_off,6,0,0,,,,,0,,,83,0
8508,note_on,0,0,0,,,,,0,,,85,80
8514,note_off,6,0,0,,,,,0,,,85,0
8514,note_on,0,0,0,,,,,0,,,83,80
8517,note_off,3,0,0,,,,,4,,,64,0
8520,note_off,3,0,0,,,,,0,,,83,0
8520,note_on,0,0,0,,,,,0,,,85,80
8520,note_on,0,0,0,,,,,4,,,52,80
8526,note_off,6,0,0,,,,,0,,,85,0
8526,note_on,0,0,0,,,,,0,,,83,80
8532,note_off,6,0,0,,,,,0,,,83,0
8532,note_on,0,0,0,,,,,0,,,85,80
8538,note_off,6,0,0,,,,,0,,,85,0
8538,note_on,0,0,0,,,,,0,,,83,80
8541,note_off,3,0,0,,,,,4,,,52,0
8543,note_off,2,0,0,,,,,0,,,83,0
8544,note_on,1,0,0,,,,,0,,,81,80
8544,note_on,0,0,0,,,,,0,,,69,80
8544,note_on,0,0,0,,,,,1,,,69,96
8544,note_on,0,0,0,,,,,3,,,61,96
8544,note_on,0,0,0,,,,,4,,,45,80
8565,note_off,21,0,0,,,,,3,,,61,0
8565,note_off,0,0,0,,,,,4,,,45,0
8568,note_on,3,0,0,,,,,3,,,73,96
8568,note_on,0,0,0,,,,,4,,,57,80
8586,note_off,18,0,0,,,,,0,,,81,0
8586,note_off,0,0,0,,,,,0,,,69,0
8586,note_off,0,0,0,,,,,1,,,69,0
8589,note_off,3,0,0,,,,,3,,,73,0
8589,note_off,0,0,0,,,,,4,,,57,0
8592,note_on,3,0,0,,,,,0,,,69,80
8592,note_on,0,0,0,,,,,1,,,69,96
8592,note_on,0,0,0,,,,,3,,,69,96
8592,note_on,0,0,0,,,,,4,,,52,80
8613,note_off,21,0,0,,,,,3,,,69,0
8613,note_off,0,0,0,,,,,4,,,52,0
8616,note_on,3,0,0,,,,,3,,,64,96
8616,note_on,0,0,0,,,,,4,,,49,80
8634,note_off,18,0,0,,,,,0,,,69,0
8634,note_off,0,0,0,,,,,1,,,69,0
8637,note_off,3,0,0,,,,,3,,,64,0
8637,note_off,0,0,0,,,,,4,,,49,0
8640,note_on,3,0,0,,,,,0,,,69,80
8640,note_on,0,0,0,,,,,1,,,69,96
8640,note_on,0,0,0,,,,,3,,,61,96
8640,note_on,0,0,0,,,,,4,,,45,80
8661,note_off,21,0,0,,,,,3,,,61,0
8661,note_off,0,0,0,,,,,4,,,45,0
8664,note_on,3,0,0,,,,,3,,,73,96
8664,note_on,0,0,0,,,,,4,,,57,80
8685,note_off,21,0,0,,,,,3,,,73,0
8685,note_off,0,0,0,,,,,4,,,57,0
8688,note_on,3,0,0,,,,,3,,,69,96
8688,note_on,0,0,0,,,,,4,,,52,80
8692,note_off,4,0,0,,,,,0,,,69,0
8692,note_off,0,0,0,,,,,1,,,69,0
8700,note_on,8,0,0,,,,,0,,,71,80
8700,note_on,0,0,0,,,,,1,,,71,96
8709,note_off,9,0,0,,,,,3,,,69,0
8709,note_off,0,0,0,,,,,4,,,52,0
8710,note_off,1,0,0,,,,,0,,,71,0
8710,note_off,0,0,0,,,,,1,,,71,0
8712,note_on,2,0,0,,,,,0,,,73,80
8712,note_on,0,0,0,,,,,1,,,73,96
8712,note_on,0,0,0,,,,,3,,,64,96
8712,note_on,0,0,0,,,,,4,,,49,80
8722,note_off,10,0,0,,,,,0,,,73,0
8722,note_off,0,0,0,,,,,1,,,73,0
8724,note_on,2,0,0,,,,,0,,,74,80
8724,note_on,0,0,0,,,,,1,,,74,96
8733,note_off,9,0,0,,,,,3,,,64,0
8733,note_off,0,0,0,,,,,4,,,49,0
8734,note_off,1,0,0,,,,,0,,,74,0
8734,note_off,0,0,0,,,,,1,,,74,0
8736,note_on,2,0,0,,,,,0,,,76,80
8736,note_on,0,0,0,,,,,1,,,76,96
8736,note_on,0,0,0,,,,,3,,,61,96
8736,note_on,0,0,0,,,,,4,,,45,80
8757,note_off,21,0,0,,,,,0,,,76,0
8757,note_off,0,0,0,,,,,1,,,76,0
8760,note_on,3,0,0,,,,,0,,,76,80
8760,note_on,0,0,0,,,,,1,,,76,96
8778,note_off,18,0,0,,,,,3,,,61,0
8778,note_off,0,0,0,,,,,4,,,45,0
8781,note_off,3,0,0,,,,,0,,,76,0
8781,note_off,0,0,0,,,,,1,,,76,0
8784,note_on,3,0,0,,,,,0,,,76,80
8784,note_on,0,0,0,,,,,1,,,76,96
8794,note_off,10,0,0,,,,,0,,,76,0
8794,note_off,0,0,0,,,,,1,,,76,0
8796,note_on,2,0,0,,,,,0,,,74,80
8796,note_on,0,0,0,,,,,1,,,74,96
8806,note_off,10,0,0,,,,,0,,,74,0
8806,note_off,0,0,0,,,,,1,,,74,0
8808,note_on,2,0,0,,,,,0,,,73,80
8808,note_on,0,0,0,,,,,1,,,73,96
8818,note_off,10,0,0,,,,,0,,,73,0
8818,note_off,0,0,0,,,,,1,,,73,0
8820,note_on,2,0,0,,,,,0,,,71,80
8820,note_on,0,0,0,,,,,1,,,71,96
8830,note_off,10,0,0,,,,,0,,,71,0
8830,note_off,0,0,0,,,,,1,,,71,0
8832,note_on,2,0,0,,,,,0,,,69,80
8832,note_on,0,0,0,,,,,1,,,69,96
8832,note_on,0,0,0,,,,,3,,,61,96
8832,note_on,0,0,0,,,,,4,,,45,80
8853,note_off,21,0,0,,,,,0,,,69,0
8853,note_off,0,0,0,,,,,1,,,69,0
8856,note_on,3,0,0,,,,,0,,,69,80
8856,note_on,0,0,0,,,,,1,,,69,96
8874,note_off,18,0,0,,,,,3,,,61,0
8874,note_off,0,0,0,,,,,4,,,45,0
8877,note_off,3,0,0,,,,,0,,,69,0
8877,note_off,0,0,0,,,,,1,,,69,0
8880,note_on,3,0,0,,,,,0,,,69,80
8880,note_on,0,0,0,,,,,1,,,69,96
8890,note_off,10,0,0,,,,,0,,,69,0
8890,note_off,0,0,0,,,,,1,,,69,0
8892,note_on,2,0,0,,,,,0,,,71,80
8892,note_on,0,0,0,,,,,1,,,71,96
8902,note_off,10,0,0,,,,,0,,,71,0
8902,note_off,0,0,0,,,,,1,,,71,0
8904,note_on,2,0,0,,,,,0,,,73,80
8904,note_on,0,0,0,,,,,1,,,73,96
8914,note_off,10,0,0,,,,,0,,,73,0
8914,note_off,0,0,0,,,,,1,,,73,0
8916,note_on,2,0,0,,,,,0,,,74,80
8916,note_on,0,0,0,,,,,1,,,74,96
8926,note_off,10,0,0,,,,,0,,,74,0
8926,note_off,0,0,0,,,,,1,,,74,0
8928,note_on,2,0,0,,,,,0,,,76,80
8928,note_on,0,0,0,,,,,1,,,76,96
8928,note_on,0,0,0,,,,,2,,,64,96
8928,note_on,0,0,0,,,,,3,,,59,96
8928,note_on,0,0,0,,,,,4,,,52,80
8949,note_off,21,0,0,,,,,3,,,59,0
8949,note_off,0,0,0,,,,,4,,,52,0
8952,note_on,3,0,0,,,,,3,,,68,96
8952,note_on,0,0,0,,,,,4,,,64,80
8970,note_off,18,0,0,,,,,2,,,64,0
8973,note_off,3,0,0,,,,,3,,,68,0
8973,note_off,0,0,0,,,,,4,,,64,0
8976,note_on,3,0,0,,,,,2,,,64,96
8976,note_on,0,0,0,,,,,3,,,64,96
8976,note_on,0,0,0,,,,,4,,,59,80
8997,note_off,21,0,0,,,,,3,,,64,0
8997,note_off,0,0,0,,,,,4,,,59,0
9000,note_on,3,0,0,,,,,3,,,59,96
9000,note_on,0,0,0,,,,,4,,,56,80
9018,note_off,18,0,0,,,,,2,,,64,0
9021,note_off,3,0,0,,,,,3,,,59,0
9021,note_off,0,0,0,,,,,4,,,56,0
9024,note_on,3,0,0,,,,,2,,,64,96
9024,note_on,0,0,0,,,,,3,,,56,96
9024,note_on,0,0,0,,,,,4,,,52,80
9045,note_off,21,0,0,,,,,3,,,56,0
9045,note_off,0,0,0,,,,,4,,,52,0
9048,note_on,3,0,0,,,,,3,,,68,96
9048,note_on,0,0,0,,,,,4,,,64,80
9069,note_off,21,0,0,,,,,3,,,68,0
9069,note_off,0,0,0,,,,,4,,,64,0
9072,note_on,3,0,0,,,,,3,,,64,96
9072,note_on,0,0,0,,,,,4,,,59,80
9076,note_off,4,0,0,,,,,2,,,64,0
9084,note_on,8,0,0,,,,,2,,,66,96
9093,note_off,9,0,0,,,,,3,,,64,0
9093,note_off,0,0,0,,,,,4,,,59,0
9094,note_off,1,0,0,,,,,2,,,66,0
9096,note_off,2,0,0,,,,,0,,,76,0
9096,note_off,0,0,0,,,,,1,,,76,0
9096,note_on,0,0,0,,,,,2,,,68,96
9096,note_on,0,0,0,,,,,3,,,59,96
9096,note_on,0,0,0,,,,,4,,,56,80
9106,note_off,10,0,0,,,,,2,,,68,0
9108,note_on,2,0,0,,,,,2,,,69,96
9117,note_off,9,0,0,,,,,3,,,59,0
9117,note_off,0,0,0,,,,,4,,,56,0
9118,note_off,1,0,0,,,,,2,,,69,0
9120,note_on,2,0,0,,,,,0,,,74,80
9120,note_on,0,0,0,,,,,1,,,74,96
9120,note_on,0,0,0,,,,,2,,,71,96
9120,note_on,0,0,0,,,,,3,,,56,96
9120,note_on,0,0,0,,,,,4,,,52,80
9141,note_off,21,0,0,,,,,2,,,71,0
9144,note_on,3,0,0,,,,,2,,,71,96
9162,note_off,18,0,0,,,,,3,,,56,0
9162,note_off,0,0,0,,,,,4,,,52,0
9165,note_off,3,0,0,,,,,2,,,71,0
9168,note_on,3,0,0,,,,,2,,,71,96
9178,note_off,10,0,0,,,,,2,,,71,0
9180,note_on,2,0,0,,,,,2,,,69,96
9190,note_off,10,0,0,,,,,2,,,69,0
9192,note_on,2,0,0,,,,,2,,,68,96
9202,note_off,10,0,0,,,,,2,,,68,0
9204,note_on,2,0,0,,,,,2,,,66,96
9214,note_off,10,0,0,,,,,2,,,66,0
9216,note_on,2,0,0,,,,,2,,,64,96
9216,note_on,0,0,0,,,,,3,,,56,96
9216,note_on,0,0,0,,,,,4,,,52,80
9237,note_off,21,0,0,,,,,2,,,64,0
9240,note_on,3,0,0,,,,,2,,,64,96
9258,note_off,18,0,0,,,,,3,,,56,0
9258,note_off,0,0,0,,,,,4,,,52,0
9261,note_off,3,0,0,,,,,2,,,64,0
9264,note_on,3,0,0,,,,,2,,,64,96
9274,note_off,10,0,0,,,,,2,,,64,0
9276,note_on,2,0,0,,,,,2,,,64,96
9286,note_off,10,0,0,,,,,2,,,64,0
9288,note_off,2,0,0,,,,,0,,,74,0
9288,note_off,0,0,0,,,,,1,,,74,0
9288,note_on,0,0,0,,,,,2,,,66,96
9298,note_off,10,0,0,,,,,2,,,66,0
9300,note_on,2,0,0,,,,,2,,,68,96
9310,note_off,10,0,0,,,,,2,,,68,0
9312,note_on,2,0,0,,,,,0,,,73,80
9312,note_on,0,0,0,,,,,1,,,73,96
9312,note_on,0,0,0,,,,,2,,,69,96
9312,note_on,0,0,0,,,,,3,,,57,96
9312,note_on,0,0,0,,,,,4,,,45,80
9333,note_off,21,0,0,,,,,4,,,45,0
9336,note_on,3,0,0,,,,,4,,,57,80
9354,note_off,18,0,0,,,,,3,,,57,0
9357,note_off,3,0,0,,,,,4,,,57,0
9360,note_on,3,0,0,,,,,3,,,57,96
9360,note_on,0,0,0,,,,,4,,,52,80
9381,note_off,21,0,0,,,,,4,,,52,0
9384,note_on,3,0,0,,,,,4,,,49,80
9402,note_off,18,0,0,,,,,3,,,57,0
9405,note_off,3,0,0,,,,,4,,,49,0
9408,note_on,3,0,0,,,,,3,,,57,96
9408,note_on,0,0,0,,,,,4,,,45,80
9429,note_off,21,0,0,,,,,4,,,45,0
9432,note_on,3,0,0,,,,,4,,,57,80
9453,note_off,21,0,0,,,,,4,,,57,0
9456,note_on,3,0,0,,,,,4,,,49,80
9460,note_off,4,0,0,,,,,3,,,57,0
9468,note_on,8,0,0,,,,,3,,,59,96
9477,note_off,9,0,0,,,,,4,,,49,0
9478,note_off,1,0,0,,,,,3,,,59,0
9480,note_off,2,0,0,,,,,0,,,73,0
9480,note_off,0,0,0,,,,,1,,,73,0
9480,note_off,0,0,0,,,,,2,,,69,0
9480,note_on,0,0,0,,,,,3,,,61,96
9480,note_on,0,0,0,,,,,4,,,45,80
9490,note_off,10,0,0,,,,,3,,,61,0
9492,note_on,2,0,0,,,,,3,,,62,96
9501,note_off,9,0,0,,,,,4,,,45,0
9502,note_off,1,0,0,,,,,3,,,62,0
9504,note_on,2,0,0,,,,,0,,,71,80
9504,note_on,0,0,0,,,,,1,,,71,96
9504,note_on,0,0,0,,,,,2,,,68,96
9504,note_on,0,0,0,,,,,3,,,64,96
9504,note_on,0,0,0,,,,,4,,,40,80
9525,note_off,21,0,0,,,,,3,,,64,0
9528,note_on,3,0,0,,,,,3,,,64,96
9546,note_off,18,0,0,,,,,4,,,40,0
9549,note_off,3,0,0,,,,,3,,,64,0
9552,note_on,3,0,0,,,,,3,,,64,96
9562,note_off,10,0,0,,,,,3,,,64,0
9564,note_on,2,0,0,,,,,3,,,62,96
9574,note_off,10,0,0,,,,,3,,,62,0
9576,note_on,2,0,0,,,,,3,,,61,96
9586,note_off,10,0,0,,,,,3,,,61,0
9588,note_off,2,0,0,,,,,0,,,71,0
9588,note_off,0,0,0,,,,,1,,,71,0
9588,note_off,0,0,0,,,,,2,,,68,0
9588,note_on,0,0,0,,,,,3,,,59,96
9598,note_off,10,0,0,,,,,3,,,59,0
9600,note_on,2,0,0,,,,,0,,,73,80
9600,note_on,0,0,0,,,,,1,,,73,96
9600,note_on,0,0,0,,,,,2,,,69,96
9600,note_on,0,0,0,,,,,3,,,57,96
9600,note_on,0,0,0,,,,,4,,,57,80
9621,note_off,21,0,0,,,,,3,,,57,0
9624,note_on,3,0,0,,,,,3,,,57,96
9642,note_off,18,0,0,,,,,4,,,57,0
9645,note_off,3,0,0,,,,,3,,,57,0
9648,note_on,3,0,0,,,,,3,,,57,96
9658,note_off,10,0,0,,,,,3,,,57,0
9660,note_on,2,0,0,,,,,3,,,59,96
9670,note_off,10,0,0,,,,,3,,,59,0
9672,note_on,2,0,0,,,,,3,,,61,96
9682,note_off,10,0,0,,,,,3,,,61,0
9684,note_off,2,0,0,,,,,0,,,73,0
9684,note_off,0,0,0,,,,,1,,,73,0
9684,note_off,0,0,0,,,,,2,,,69,0
9684,note_on,0,0,0,,,,,3,,,62,96
9694,note_off,10,0,0,,,,,3,,,62,0
9696,note_on,2,0,0,,,,,0,,,71,80
9696,note_on,0,0,0,,,,,1,,,71,96
9696,note_on,0,0,0,,,,,2,,,68,96
9696,note_on,0,0,0,,,,,3,,,64,96
9696,note_on,0,0,0,,,,,4,,,52,80
9738,note_off,42,0,0,,,,,0,,,71,0
9738,note_off,0,0,0,,,,,1,,,71,0
9738,note_off,0,0,0,,,,,4,,,52,0
9744,note_on,6,0,0,,,,,0,,,71,80
9744,note_on,0,0,0,,,,,1,,,71,96
9744,note_on,0,0,0,,,,,4,,,52,80
9786,note_off,42,0,0,,,,,0,,,71,0
9786,note_off,0,0,0,,,,,1,,,71,0
9786,note_off,0,0,0,,,,,4,,,52,0
9792,note_on,6,0,0,,,,,0,,,71,80
9792,note_on,0,0,0,,,,,1,,,71,96
9792,note_on,0,0,0,,,,,4,,,52,80
9844,note_off,52,0,0,,,,,0,,,71,0
9844,note_off,0,0,0,,,,,1,,,71,0
9844,note_off,0,0,0,,,,,4,,,52,0
9852,note_on,8,0,0,,,,,0,,,69,80
9852,note_on,0,0,0,,,,,1,,,69,96
9852,note_on,0,0,0,,,,,4,,,54,80
9862,note_off,10,0,0,,,,,0,,,69,0
9862,note_off,0,0,0,,,,,1,,,69,0
9862,note_off,0,0,0,,,,,4,,,54,0
9864,note_on,2,0,0,,,,,0,,,71,80
9864,note_on,0,0,0,,,,,1,,,71,96
9864,note_off,0,0,0,,,,,3,,,64,0
9864,note_on,0,0,0,,,,,4,,,56,80
9874,note_off,10,0,0,,,,,0,,,71,0
9874,note_off,0,0,0,,,,,1,,,71,0
9874,note_off,0,0,0,,,,,4,,,56,0
9876,note_on,2,0,0,,,,,0,,,73,80
9876,note_on,0,0,0,,,,,1,,,73,96
9876,note_on,0,0,0,,,,,4,,,57,80
9886,note_off,10,0,0,,,,,0,,,73,0
9886,note_off,0,0,0,,,,,1,,,73,0
9886,note_off,0,0,0,,,,,4,,,57,0
9888,note_on,2,0,0,,,,,0,,,74,80
9888,note_on,0,0,0,,,,,1,,,74,96
9888,note_on,0,0,0,,,,,3,,,62,96
9888,note_on,0,0,0,,,,,4,,,59,80
9909,note_off,21,0,0,,,,,0,,,74,0
9909,note_off,0,0,0,,,,,1,,,74,0
9909,note_off,0,0,0,,,,,4,,,59,0
9912,note_on,3,0,0,,,,,0,,,74,80
9912,note_on,0,0,0,,,,,1,,,74,96
9912,note_on,0,0,0,,,,,4,,,59,80
9933,note_off,21,0,0,,,,,0,,,74,0
9933,note_off,0,0,0,,,,,1,,,74,0
9933,note_off,0,0,0,,,,,4,,,59,0
9936,note_on,3,0,0,,,,,0,,,74,80
9936,note_on,0,0,0,,,,,1,,,74,96
9936,note_on,0,0,0,,,,,4,,,59,80
9946,note_off,10,0,0,,,,,0,,,74,0
9946,note_off,0,0,0,,,,,1,,,74,0
9946,note_off,0,0,0,,,,,4,,,59,0
9948,note_on,2,0,0,,,,,0,,,73,80
9948,note_on,0,0,0,,,,,1,,,73,96
9948,note_off,0,0,0,,,,,2,,,68,0
9948,note_on,0,0,0,,,,,4,,,57,80
9958,note_off,10,0,0,,,,,0,,,73,0
9958,note_off,0,0,0,,,,,1,,,73,0
9958,note_off,0,0,0,,,,,4,,,57,0
9960,note_on,2,0,0,,,,,0,,,71,80
9960,note_on,0,0,0,,,,,1,,,71,96
9960,note_on,0,0,0,,,,,4,,,56,80
9970,note_off,10,0,0,,,,,0,,,71,0
9970,note_off,0,0,0,,,,,1,,,71,0
9970,note_off,0,0,0,,,,,4,,,56,0
9972,note_on,2,0,0,,,,,0,,,69,80
9972,note_on,0,0,0,,,,,1,,,69,96
9972,note_on,0,0,0,,,,,4,,,54,80
9982,note_off,10,0,0,,,,,0,,,69,0
9982,note_off,0,0,0,,,,,1,,,69,0
9982,note_off,0,0,0,,,,,4,,,54,0
9984,note_on,2,0,0,,,,,0,,,68,80
9984,note_on,0,0,0,,,,,1,,,68,96
9984,note_on,0,0,0,,,,,2,,,71,96
9984,note_on,0,0,0,,,,,4,,,52,80
10005,note_off,21,0,0,,,,,0,,,68,0
10005,note_off,0,0,0,,,,,1,,,68,0
10005,note_off,0,0,0,,,,,4,,,52,0
10008,note_on,3,0,0,,,,,0,,,68,80
10008,note_on,0,0,0,,,,,1,,,68,96
10008,note_on,0,0,0,,,,,4,,,52,80
10029,note_off,21,0,0,,,,,0,,,68,0
10029,note_off,0,0,0,,,,,1,,,68,0
