tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
49440,note_on,,8,0,2,,,,,,,0,,,,61,127
49440,note_on,,0,0,2,,,,,,,0,,,,64,127
49440,note_on,,488,0,3,,,,,,,2,,,,45,127
49672,note_off,,0,0,2,,,,,,,0,,,,61,64
49672,note_off,,0,0,2,,,,,,,0,,,,64,64
49672,note_off,,232,0,2,,,,,,,0,,,,69,64
49680,note_on,,8,0,2,,,,,,,0,,,,61,127
49680,note_on,,0,0,2,,,,,,,0,,,,64,127
49680,note_on,,0,0,2,,,,,,,0,,,,69,127
49792,note_off,,352,0,3,,,,,,,2,,,,45,64
49800,note_on,,8,0,3,,,,,,,2,,,,45,127
49912,note_off,,0,0,2,,,,,,,0,,,,64,64
49912,note_off,,112,0,3,,,,,,,2,,,,45,64
49912,note_off,,0,0,2,,,,,,,0,,,,61,64
49912,note_off,,232,0,2,,,,,,,0,,,,69,64
49920,note_on,,8,0,2,,,,,,,0,,,,62,127
49920,note_on,,0,0,2,,,,,,,0,,,,69,127
49920,note_on,,0,0,2,,,,,,,0,,,,64,127
49920,note_on,,8,0,3,,,,,,,2,,,,47,127
50152,note_off,,232,0,2,,,,,,,0,,,,69,64
50152,note_off,,0,0,2,,,,,,,0,,,,64,64
50152,note_off,,0,0,2,,,,,,,0,,,,62,64
50160,note_on,,8,0,2,,,,,,,0,,,,62,127
50160,note_on,,0,0,2,,,,,,,0,,,,64,127
50160,note_on,,0,0,2,,,,,,,0,,,,69,127
50392,note_off,,0,0,2,,,,,,,0,,,,64,64
50392,note_off,,472,0,3,,,,,,,2,,,,47,64
50392,note_off,,232,0,2,,,,,,,0,,,,69,64
50392,note_off,,0,0,2,,,,,,,0,,,,62,64
50400,note_on,,8,0,3,,,,,,,2,,,,40,127
50400,note_on,,8,0,2,,,,,,,0,,,,62,127
50400,note_on,,0,0,2,,,,,,,0,,,,64,127
50400,note_on,,0,0,2,,,,,,,0,,,,68,127
50632,note_off,,232,0,2,,,,,,,0,,,,68,64
50632,note_off,,0,0,2,,,,,,,0,,,,64,64
50632,note_off,,0,0,2,,,,,,,0,,,,62,64
50640,note_on,,8,0,2,,,,,,,0,,,,62,127
50640,note_on,,0,0,2,,,,,,,0,,,,64,127
50640,note_on,,0,0,2,,,,,,,0,,,,68,127
50872,note_off,,0,0,2,,,,,,,0,,,,62,64
50872,note_off,,232,0,2,,,,,,,0,,,,68,64
50872,note_off,,472,0,3,,,,,,,2,,,,40,64
50872,note_off,,0,0,2,,,,,,,0,,,,64,64
50880,note_on,,0,0,2,,,,,,,0,,,,64,127
50880,note_on,,0,0,2,,,,,,,0,,,,68,127
50880,note_on,,8,0,2,,,,,,,0,,,,62,127
51112,note_off,,0,0,2,,,,,,,0,,,,62,64
51112,note_off,,0,0,2,,,,,,,0,,,,64,64
51112,note_off,,232,0,2,,,,,,,0,,,,68,64
51120,note_on,,0,0,2,,,,,,,0,,,,68,127
51120,note_on,,0,0,2,,,,,,,0,,,,64,127
51120,note_on,,8,0,2,,,,,,,0,,,,62,127
51352,note_off,,232,0,2,,,,,,,0,,,,68,64
51352,note_off,,0,0,2,,,,,,,0,,,,62,64
51352,note_off,,0,0,2,,,,,,,0,,,,64,64
51360,note_on,,0,0,2,,,,,,,0,,,,68,127
51360,note_on,,8,0,2,,,,,,,0,,,,62,127
51360,note_on,,0,0,2,,,,,,,0,,,,64,127
51360,note_on,,488,0,3,,,,,,,2,,,,47,127
51592,note_off,,0,0,2,,,,,,,0,,,,62,64
51592,note_off,,232,0,2,,,,,,,0,,,,68,64
51592,note_off,,0,0,2,,,,,,,0,,,,64,64
51600,note_on,,8,0,2,,,,,,,0,,,,62,127
51600,note_on,,0,0,2,,,,,,,0,,,,64,127
51600,note_on,,0,0,2,,,,,,,0,,,,68,127
51712,note_off,,352,0,3,,,,,,,2,,,,47,64
51720,note_on,,8,0,3,,,,,,,2,,,,47,127
51832,note_off,,232,0,2,,,,,,,0,,,,68,64
51832,note_off,,0,0,2,,,,,,,0,,,,64,64
51832,note_off,,0,0,2,,,,,,,0,,,,62,64
51832,note_off,,112,0,3,,,,,,,2,,,,47,64
51840,note_on,,8,0,2,,,,,,,0,,,,64,127
51840,note_on,,0,0,2,,,,,,,0,,,,67,127
51840,note_on,,0,0,2,,,,,,,0,,,,70,127
51840,note_on,,8,0,3,,,,,,,2,,,,49,127
52072,note_off,,0,0,2,,,,,,,0,,,,67,64
52072,note_off,,232,0,2,,,,,,,0,,,,70,64
52072,note_off,,0,0,2,,,,,,,0,,,,64,64
52080,note_on,,0,0,2,,,,,,,0,,,,70,127
52080,note_on,,0,0,2,,,,,,,0,,,,67,127
52080,note_on,,8,0,2,,,,,,,0,,,,64,127
52312,note_off,,472,0,3,,,,,,,2,,,,49,64
52312,note_off,,0,0,2,,,,,,,0,,,,64,64
52312,note_off,,0,0,2,,,,,,,0,,,,67,64
52312,note_off,,232,0,2,,,,,,,0,,,,70,64
52320,note_on,,0,0,2,,,,,,,0,,,,70,127
52320,note_on,,0,0,2,,,,,,,0,,,,67,127
52320,note_on,,8,0,2,,,,,,,0,,,,64,127
52320,note_on,,8,0,3,,,,,,,2,,,,40,127
52552,note_off,,232,0,2,,,,,,,0,,,,70,64
52552,note_off,,0,0,2,,,,,,,0,,,,64,64
52552,note_off,,0,0,2,,,,,,,0,,,,67,64
52560,note_on,,8,0,2,,,,,,,0,,,,64,127
52560,note_on,,0,0,2,,,,,,,0,,,,67,127
52560,note_on,,0,0,2,,,,,,,0,,,,70,127
52672,note_off,,352,0,3,,,,,,,2,,,,40,64
52680,note_on,,8,0,3,,,,,,,2,,,,40,127
52792,note_off,,0,0,2,,,,,,,0,,,,67,64
52792,note_off,,0,0,2,,,,,,,0,,,,64,64
52792,note_off,,112,0,3,,,,,,,2,,,,40,64
52792,note_off,,232,0,2,,,,,,,0,,,,70,64
52800,note_on,,8,0,2,,,,,,,0,,,,62,127
52800,note_on,,8,0,3,,,,,,,2,,,,50,127
52800,note_on,,0,0,2,,,,,,,0,,,,66,127
52800,note_on,,0,0,2,,,,,,,0,,,,71,127
53032,note_off,,0,0,2,,,,,,,0,,,,62,64
53032,note_off,,0,0,2,,,,,,,0,,,,66,64
53032,note_off,,232,0,2,,,,,,,0,,,,71,64
53040,note_on,,0,0,2,,,,,,,0,,,,71,127
53040,note_on,,0,0,2,,,,,,,0,,,,66,127
53040,note_on,,8,0,2,,,,,,,0,,,,62,127
53272,note_off,,232,0,2,,,,,,,0,,,,71,64
53272,note_off,,0,0,2,,,,,,,0,,,,66,64
53272,note_off,,472,0,3,,,,,,,2,,,,50,64
53272,note_off,,0,0,2,,,,,,,0,,,,62,64
53280,note_on,,8,0,3,,,,,,,2,,,,40,127
53280,note_on,,0,0,2,,,,,,,0,,,,71,127
53280,note_on,,0,0,2,,,,,,,0,,,,74,127
53280,note_on,,8,0,2,,,,,,,0,,,,66,127
53512,note_off,,0,0,2,,,,,,,0,,,,71,64
53512,note_off,,0,0,2,,,,,,,0,,,,66,64
53512,note_off,,232,0,2,,,,,,,0,,,,74,64
53520,note_on,,0,0,2,,,,,,,0,,,,71,127
53520,note_on,,0,0,2,,,,,,,0,,,,74,127
53520,note_on,,8,0,2,,,,,,,0,,,,66,127
53632,note_off,,352,0,3,,,,,,,2,,,,40,64
53640,note_on,,8,0,3,,,,,,,2,,,,40,127
53752,note_off,,112,0,3,,,,,,,2,,,,40,64
53752,note_off,,232,0,2,,,,,,,0,,,,74,64
53752,note_off,,0,0,2,,,,,,,0,,,,71,64
53752,note_off,,0,0,2,,,,,,,0,,,,66,64
53760,note_on,,8,0,3,,,,,,,2,,,,52,127
53760,note_on,,8,0,2,,,,,,,0,,,,64,127
53760,note_on,,0,0,2,,,,,,,0,,,,73,127
53760,note_on,,0,0,2,,,,,,,0,,,,71,127
53992,note_off,,232,0,2,,,,,,,0,,,,73,64
53992,note_off,,0,0,2,,,,,,,0,,,,71,64
53992,note_off,,0,0,2,,,,,,,0,,,,64,64
54000,note_on,,0,0,2,,,,,,,0,,,,73,127
54000,note_on,,8,0,2,,,,,,,0,,,,64,127
54000,note_on,,0,0,2,,,,,,,0,,,,71,127
54232,note_off,,0,0,2,,,,,,,0,,,,64,64
54232,note_off,,0,0,2,,,,,,,0,,,,71,64
54232,note_off,,472,0,3,,,,,,,2,,,,52,64
54232,note_off,,232,0,2,,,,,,,0,,,,73,64
54240,note_on,,0,0,2,,,,,,,0,,,,73,127
54240,note_on,,0,0,2,,,,,,,0,,,,69,127
54240,note_on,,8,0,2,,,,,,,0,,,,64,127
54240,note_on,,8,0,3,,,,,,,2,,,,40,127
54472,note_off,,0,0,2,,,,,,,0,,,,64,64
54472,note_off,,0,0,2,,,,,,,0,,,,69,64
54472,note_off,,232,0,2,,,,,,,0,,,,73,64
54480,note_on,,0,0,2,,,,,,,0,,,,73,127
54480,note_on,,0,0,2,,,,,,,0,,,,69,127
54480,note_on,,8,0,2,,,,,,,0,,,,64,127
54712,note_off,,0,0,2,,,,,,,0,,,,64,64
54712,note_off,,0,0,2,,,,,,,0,,,,69,64
54712,note_off,,232,0,2,,,,,,,0,,,,73,64
54712,note_off,,472,0,3,,,,,,,2,,,,40,64
54720,note_on,,0,0,2,,,,,,,0,,,,71,127
54720,note_on,,0,0,2,,,,,,,0,,,,69,127
54720,note_on,,8,0,2,,,,,,,0,,,,64,127
54720,note_on,,8,0,3,,,,,,,2,,,,52,127
54952,note_off,,0,0,2,,,,,,,0,,,,64,64
54952,note_off,,0,0,2,,,,,,,0,,,,69,64
54952,note_off,,232,0,2,,,,,,,0,,,,71,64
54960,note_on,,0,0,2,,,,,,,0,,,,71,127
54960,note_on,,0,0,2,,,,,,,0,,,,69,127
54960,note_on,,8,0,2,,,,,,,0,,,,64,127
55192,note_off,,472,0,3,,,,,,,2,,,,52,64
55192,note_off,,0,0,2,,,,,,,0,,,,64,64
55192,note_off,,0,0,2,,,,,,,0,,,,69,64
55192,note_off,,232,0,2,,,,,,,0,,,,71,64
55200,note_on,,8,0,3,,,,,,,2,,,,40,127
55200,note_on,,0,0,2,,,,,,,0,,,,71,127
55200,note_on,,0,0,2,,,,,,,0,,,,68,127
55200,note_on,,8,0,2,,,,,,,0,,,,64,127
55432,note_off,,232,0,2,,,,,,,0,,,,71,64
55432,note_off,,0,0,2,,,,,,,0,,,,64,64
55432,note_off,,0,0,2,,,,,,,0,,,,68,64
55440,note_on,,0,0,2,,,,,,,0,,,,71,127
55440,note_on,,0,0,2,,,,,,,0,,,,68,127
55440,note_on,,8,0,2,,,,,,,0,,,,64,127
55552,note_off,,352,0,3,,,,,,,2,,,,40,64
55560,note_on,,8,0,3,,,,,,,2,,,,40,127
55672,note_off,,0,0,2,,,,,,,0,,,,68,64
55672,note_off,,232,0,2,,,,,,,0,,,,71,64
55672,note_off,,112,0,3,,,,,,,2,,,,40,64
55672,note_off,,0,0,2,,,,,,,0,,,,64,64
55680,note_on,,8,0,2,,,,,,,0,,,,61,127
55680,note_on,,0,0,2,,,,,,,0,,,,69,127
55680,note_on,,8,0,3,,,,,,,2,,,,45,127
55680,note_on,,0,0,1,,,,,,,3,,,,73,127
55680,program_change,,6248,0,1,,,,,,,3,,,42,,
55680,note_on,,0,0,4,,,,,,,1,,,,73,127
55680,program_change,,6248,0,4,,,,,,,1,,,42,,
55680,note_on,,0,0,2,,,,,,,0,,,,64,127
55912,note_off,,0,0,2,,,,,,,0,,,,61,64
55912,note_off,,0,0,2,,,,,,,0,,,,64,64
55912,note_off,,232,0,2,,,,,,,0,,,,69,64
55920,note_on,,8,0,2,,,,,,,0,,,,61,127
55920,note_on,,0,0,2,,,,,,,0,,,,64,127
55920,note_on,,0,0,2,,,,,,,0,,,,69,127
56152,note_off,,472,0,3,,,,,,,2,,,,45,64
56152,note_off,,232,0,2,,,,,,,0,,,,69,64
56152,note_off,,0,0,2,,,,,,,0,,,,64,64
56152,note_off,,0,0,2,,,,,,,0,,,,61,64
56160,note_on,,8,0,3,,,,,,,2,,,,40,127
56160,note_on,,0,0,2,,,,,,,0,,,,69,127
56160,note_on,,8,0,2,,,,,,,0,,,,61,127
56160,note_on,,0,0,2,,,,,,,0,,,,64,127
56392,note_off,,232,0,2,,,,,,,0,,,,69,64
56392,note_off,,0,0,2,,,,,,,0,,,,64,64
56392,note_off,,0,0,2,,,,,,,0,,,,61,64
56400,note_on,,0,0,2,,,,,,,0,,,,69,127
56400,note_on,,8,0,2,,,,,,,0,,,,61,127
56400,note_on,,0,0,2,,,,,,,0,,,,64,127
56632,note_off,,0,0,2,,,,,,,0,,,,61,64
56632,note_off,,0,0,2,,,,,,,0,,,,64,64
56632,note_off,,232,0,2,,,,,,,0,,,,69,64
56632,note_off,,472,0,3,,,,,,,2,,,,40,64
56640,note_on,,0,0,2,,,,,,,0,,,,64,127
56640,note_on,,0,0,2,,,,,,,0,,,,69,127
56640,note_on,,8,0,2,,,,,,,0,,,,61,127
56872,note_off,,232,0,2,,,,,,,0,,,,69,64
56872,note_off,,0,0,2,,,,,,,0,,,,64,64
56872,note_off,,0,0,2,,,,,,,0,,,,61,64
56880,note_on,,8,0,2,,,,,,,0,,,,61,127
56880,note_on,,0,0,2,,,,,,,0,,,,69,127
56880,note_on,,0,0,2,,,,,,,0,,,,64,127
57112,note_off,,1432,0,4,,,,,,,1,,,,73,64
57112,note_off,,232,0,2,,,,,,,0,,,,69,64
57112,note_off,,0,0,2,,,,,,,0,,,,64,64
57112,note_off,,0,0,2,,,,,,,0,,,,61,64
57112,note_off,,1432,0,1,,,,,,,3,,,,73,64
57120,note_on,,488,0,3,,,,,,,2,,,,45,127
57120,note_on,,8,0,1,,,,,,,3,,,,69,127
57120,note_on,,8,0,4,,,,,,,1,,,,69,127
57120,note_on,,0,0,2,,,,,,,0,,,,69,127
57120,note_on,,0,0,2,,,,,,,0,,,,64,127
57120,note_on,,8,0,2,,,,,,,0,,,,61,127
57352,note_off,,232,0,2,,,,,,,0,,,,69,64
57352,note_off,,0,0,2,,,,,,,0,,,,61,64
57352,note_off,,0,0,2,,,,,,,0,,,,64,64
57360,note_on,,8,0,2,,,,,,,0,,,,61,127
57360,note_on,,0,0,2,,,,,,,0,,,,69,127
57360,note_on,,0,0,2,,,,,,,0,,,,64,127
57472,note_off,,352,0,3,,,,,,,2,,,,45,64
57480,note_on,,8,0,3,,,,,,,2,,,,45,127
57592,note_off,,0,0,2,,,,,,,0,,,,64,64
57592,note_off,,112,0,3,,,,,,,2,,,,45,64
57592,note_off,,232,0,2,,,,,,,0,,,,69,64
57592,note_off,,472,0,1,,,,,,,3,,,,69,64
57592,note_off,,472,0,4,,,,,,,1,,,,69,64
57592,note_off,,0,0,2,,,,,,,0,,,,61,64
57600,note_on,,8,0,3,,,,,,,2,,,,47,127
57600,note_on,,8,0,1,,,,,,,3,,,,69,127
57600,note_on,,8,0,2,,,,,,,0,,,,62,127
57600,note_on,,8,0,4,,,,,,,1,,,,69,127
57600,note_on,,0,0,2,,,,,,,0,,,,64,127
57600,note_on,,0,0,2,,,,,,,0,,,,69,127
57832,note_off,,232,0,2,,,,,,,0,,,,69,64
57832,note_off,,0,0,2,,,,,,,0,,,,64,64
57832,note_off,,0,0,2,,,,,,,0,,,,62,64
57840,note_on,,0,0,2,,,,,,,0,,,,64,127
57840,note_on,,0,0,2,,,,,,,0,,,,69,127
57840,note_on,,8,0,2,,,,,,,0,,,,62,127
58072,note_off,,472,0,3,,,,,,,2,,,,47,64
58072,note_off,,472,0,1,,,,,,,3,,,,69,64
58072,note_off,,0,0,2,,,,,,,0,,,,62,64
58072,note_off,,0,0,2,,,,,,,0,,,,64,64
58072,note_off,,232,0,2,,,,,,,0,,,,69,64
58072,note_off,,472,0,4,,,,,,,1,,,,69,64
58080,note_on,,8,0,4,,,,,,,1,,,,68,127
58080,note_on,,8,0,2,,,,,,,0,,,,62,127
58080,note_on,,8,0,3,,,,,,,2,,,,40,127
58080,note_on,,8,0,1,,,,,,,3,,,,68,127
58080,note_on,,0,0,2,,,,,,,0,,,,68,127
58080,note_on,,0,0,2,,,,,,,0,,,,64,127
58312,note_off,,232,0,2,,,,,,,0,,,,68,64
58312,note_off,,0,0,2,,,,,,,0,,,,64,64
58312,note_off,,0,0,2,,,,,,,0,,,,62,64
58320,note_on,,0,0,2,,,,,,,0,,,,68,127
58320,note_on,,0,0,2,,,,,,,0,,,,64,127
58320,note_on,,8,0,2,,,,,,,0,,,,62,127
58552,note_off,,0,0,2,,,,,,,0,,,,64,64
58552,note_off,,472,0,4,,,,,,,1,,,,68,64
58552,note_off,,0,0,2,,,,,,,0,,,,62,64
58552,note_off,,232,0,2,,,,,,,0,,,,68,64
58552,note_off,,472,0,1,,,,,,,3,,,,68,64
58552,note_off,,472,0,3,,,,,,,2,,,,40,64
58560,note_on,,0,0,2,,,,,,,0,,,,68,127
58560,note_on,,0,0,2,,,,,,,0,,,,64,127
58560,note_on,,8,0,2,,,,,,,0,,,,62,127
58792,note_off,,0,0,2,,,,,,,0,,,,64,64
58792,note_off,,232,0,2,,,,,,,0,,,,68,64
58792,note_off,,0,0,2,,,,,,,0,,,,62,64
58800,note_on,,8,0,2,,,,,,,0,,,,62,127
58800,note_on,,0,0,2,,,,,,,0,,,,64,127
58800,note_on,,0,0,2,,,,,,,0,,,,68,127
59032,note_off,,232,0,2,,,,,,,0,,,,68,64
59032,note_off,,0,0,2,,,,,,,0,,,,64,64
59032,note_off,,0,0,2,,,,,,,0,,,,62,64
59040,note_on,,0,0,2,,,,,,,0,,,,62,127
59040,note_on,,488,0,3,,,,,,,2,,,,47,127
59040,note_on,,0,0,2,,,,,,,0,,,,65,127
59040,note_on,,8,0,2,,,,,,,0,,,,59,127
59040,note_on,,0,0,2,,,,,,,0,,,,68,127
59272,note_off,,0,0,2,,,,,,,0,,,,65,64
59272,note_off,,232,0,2,,,,,,,0,,,,68,64
59272,note_off,,0,0,2,,,,,,,0,,,,62,64
59272,note_off,,0,0,2,,,,,,,0,,,,59,64
59280,note_on,,0,0,2,,,,,,,0,,,,68,127
59280,note_on,,8,0,2,,,,,,,0,,,,59,127
59280,note_on,,0,0,2,,,,,,,0,,,,62,127
59280,note_on,,0,0,2,,,,,,,0,,,,65,127
59392,note_off,,352,0,3,,,,,,,2,,,,47,64
59400,note_on,,8,0,3,,,,,,,2,,,,47,127
59512,note_off,,0,0,2,,,,,,,0,,,,59,64
59512,note_off,,0,0,2,,,,,,,0,,,,65,64
59512,note_off,,112,0,3,,,,,,,2,,,,47,64
59512,note_off,,0,0,2,,,,,,,0,,,,62,64
59512,note_off,,232,0,2,,,,,,,0,,,,68,64
59520,note_on,,8,0,3,,,,,,,2,,,,50,127
59520,note_on,,968,0,1,,,,,,,3,,,,69,127
59520,note_on,,968,0,4,,,,,,,1,,,,69,127
59520,note_on,,0,0,2,,,,,,,0,,,,62,127
59520,note_on,,8,0,2,,,,,,,0,,,,57,127
59520,note_on,,0,0,2,,,,,,,0,,,,66,127
59520,note_on,,0,0,2,,,,,,,0,,,,69,127
59752,note_off,,232,0,2,,,,,,,0,,,,69,64
59752,note_off,,0,0,2,,,,,,,0,,,,66,64
59752,note_off,,0,0,2,,,,,,,0,,,,62,64
59752,note_off,,0,0,2,,,,,,,0,,,,57,64
59760,note_on,,8,0,2,,,,,,,0,,,,57,127
59760,note_on,,0,0,2,,,,,,,0,,,,62,127
59760,note_on,,0,0,2,,,,,,,0,,,,66,127
59760,note_on,,0,0,2,,,,,,,0,,,,69,127
59992,note_off,,232,0,2,,,,,,,0,,,,69,64
59992,note_off,,0,0,2,,,,,,,0,,,,66,64
59992,note_off,,0,0,2,,,,,,,0,,,,62,64
59992,note_off,,0,0,2,,,,,,,0,,,,57,64
59992,note_off,,472,0,3,,,,,,,2,,,,50,64
60000,note_on,,8,0,3,,,,,,,2,,,,38,127
60000,note_on,,8,0,2,,,,,,,0,,,,57,127
60000,note_on,,0,0,2,,,,,,,0,,,,62,127
60000,note_on,,0,0,2,,,,,,,0,,,,66,127
60000,note_on,,0,0,2,,,,,,,0,,,,69,127
60232,note_off,,232,0,2,,,,,,,0,,,,69,64
60232,note_off,,0,0,2,,,,,,,0,,,,66,64
60232,note_off,,0,0,2,,,,,,,0,,,,62,64
60232,note_off,,0,0,2,,,,,,,0,,,,57,64
60240,note_on,,8,0,2,,,,,,,0,,,,57,127
60240,note_on,,0,0,2,,,,,,,0,,,,62,127
60240,note_on,,0,0,2,,,,,,,0,,,,69,127
60240,note_on,,0,0,2,,,,,,,0,,,,66,127
60472,note_off,,472,0,3,,,,,,,2,,,,38,64
60472,note_off,,232,0,2,,,,,,,0,,,,69,64
60472,note_off,,0,0,2,,,,,,,0,,,,66,64
60472,note_off,,0,0,2,,,,,,,0,,,,62,64
60472,note_off,,0,0,2,,,,,,,0,,,,57,64
60480,note_on,,8,0,2,,,,,,,0,,,,57,127
60480,note_on,,0,0,2,,,,,,,0,,,,62,127
60480,note_on,,0,0,2,,,,,,,0,,,,66,127
60480,note_on,,0,0,2,,,,,,,0,,,,69,127
60712,note_off,,0,0,2,,,,,,,0,,,,57,64
60712,note_off,,0,0,2,,,,,,,0,,,,62,64
60712,note_off,,232,0,2,,,,,,,0,,,,69,64
60712,note_off,,0,0,2,,,,,,,0,,,,66,64
60720,note_on,,0,0,2,,,,,,,0,,,,69,127
60720,note_on,,8,0,2,,,,,,,0,,,,57,127
60720,note_on,,0,0,2,,,,,,,0,,,,62,127
60720,note_on,,0,0,2,,,,,,,0,,,,66,127
60952,note_off,,0,0,2,,,,,,,0,,,,62,64
60952,note_off,,1432,0,4,,,,,,,1,,,,69,64
60952,note_off,,0,0,2,,,,,,,0,,,,57,64
60952,note_off,,232,0,2,,,,,,,0,,,,69,64
60952,note_off,,0,0,2,,,,,,,0,,,,66,64
60952,note_off,,1432,0,1,,,,,,,3,,,,69,64
60960,note_on,,0,0,2,,,,,,,0,,,,62,127
60960,note_on,,8,0,2,,,,,,,0,,,,57,127
60960,note_on,,0,0,2,,,,,,,0,,,,66,127
60960,note_on,,488,0,3,,,,,,,2,,,,42,127
60960,note_on,,8,0,4,,,,,,,1,,,,66,127
60960,note_on,,8,0,1,,,,,,,3,,,,66,127
61192,note_off,,232,0,2,,,,,,,0,,,,66,64
61192,note_off,,0,0,2,,,,,,,0,,,,62,64
61192,note_off,,0,0,2,,,,,,,0,,,,57,64
61200,note_on,,0,0,2,,,,,,,0,,,,62,127
61200,note_on,,8,0,2,,,,,,,0,,,,57,127
61200,note_on,,0,0,2,,,,,,,0,,,,66,127
61312,note_off,,352,0,3,,,,,,,2,,,,42,64
61320,note_on,,8,0,3,,,,,,,2,,,,42,127
61432,note_off,,232,0,2,,,,,,,0,,,,66,64
61432,note_off,,472,0,4,,,,,,,1,,,,66,64
61432,note_off,,0,0,2,,,,,,,0,,,,57,64
61432,note_off,,472,0,1,,,,,,,3,,,,66,64
61432,note_off,,112,0,3,,,,,,,2,,,,42,64
61432,note_off,,0,0,2,,,,,,,0,,,,62,64
61440,note_on,,0,0,2,,,,,,,0,,,,62,127
61440,note_on,,8,0,1,,,,,,,3,,,,66,127
61440,note_on,,8,0,3,,,,,,,2,,,,45,127
61440,note_on,,0,0,2,,,,,,,0,,,,66,127
61440,note_on,,8,0,2,,,,,,,0,,,,57,127
61440,note_on,,8,0,4,,,,,,,1,,,,66,127
61672,note_off,,232,0,2,,,,,,,0,,,,66,64
61672,note_off,,0,0,2,,,,,,,0,,,,62,64
61672,note_off,,0,0,2,,,,,,,0,,,,57,64
61680,note_on,,8,0,2,,,,,,,0,,,,57,127
61680,note_on,,0,0,2,,,,,,,0,,,,62,127
61680,note_on,,0,0,2,,,,,,,0,,,,66,127
61912,note_off,,232,0,2,,,,,,,0,,,,66,64
61912,note_off,,0,0,2,,,,,,,0,,,,62,64
61912,note_off,,0,0,2,,,,,,,0,,,,57,64
61912,note_off,,472,0,1,,,,,,,3,,,,66,64
61912,note_off,,472,0,3,,,,,,,2,,,,45,64
61912,note_off,,472,0,4,,,,,,,1,,,,66,64
61920,note_on,,8,0,4,,,,,,,1,,,,64,127
61920,note_on,,8,0,2,,,,,,,0,,,,57,127
61920,note_on,,0,0,2,,,,,,,0,,,,61,127
61920,note_on,,8,0,1,,,,,,,3,,,,64,127
61920,note_on,,0,0,2,,,,,,,0,,,,64,127
61920,note_on,,8,0,3,,,,,,,2,,,,33,127
62152,note_off,,232,0,2,,,,,,,0,,,,64,64
62152,note_off,,0,0,2,,,,,,,0,,,,61,64
62152,note_off,,0,0,2,,,,,,,0,,,,57,64
62160,note_on,,0,0,2,,,,,,,0,,,,61,127
62160,note_on,,0,0,2,,,,,,,0,,,,64,127
62160,note_on,,8,0,2,,,,,,,0,,,,57,127
62392,note_off,,232,0,2,,,,,,,0,,,,64,64
62392,note_off,,0,0,2,,,,,,,0,,,,57,64
62392,note_off,,472,0,4,,,,,,,1,,,,64,64
62392,note_off,,472,0,3,,,,,,,2,,,,33,64
62392,note_off,,0,0,2,,,,,,,0,,,,61,64
62392,note_off,,472,0,1,,,,,,,3,,,,64,64
62400,note_on,,0,0,2,,,,,,,0,,,,61,127
62400,note_on,,8,0,2,,,,,,,0,,,,57,127
62400,note_on,,0,0,2,,,,,,,0,,,,64,127
62632,note_off,,232,0,2,,,,,,,0,,,,64,64
62632,note_off,,0,0,2,,,,,,,0,,,,57,64
62632,note_off,,0,0,2,,,,,,,0,,,,61,64
62640,note_on,,0,0,2,,,,,,,0,,,,61,127
62640,note_on,,0,0,2,,,,,,,0,,,,64,127
62640,note_on,,8,0,2,,,,,,,0,,,,57,127
62872,note_off,,232,0,2,,,,,,,0,,,,64,64
62872,note_off,,0,0,2,,,,,,,0,,,,61,64
62872,note_off,,0,0,2,,,,,,,0,,,,57,64
62880,note_on,,488,0,1,,,,,,,3,,,,69,127
62880,note_on,,488,0,3,,,,,,,2,,,,49,127
62880,note_on,,488,0,4,,,,,,,1,,,,69,127
62880,note_on,,8,0,2,,,,,,,0,,,,57,127
62880,note_on,,0,0,2,,,,,,,0,,,,61,127
62880,note_on,,0,0,2,,,,,,,0,,,,64,127
63112,note_off,,232,0,2,,,,,,,0,,,,64,64
63112,note_off,,0,0,2,,,,,,,0,,,,61,64
63112,note_off,,0,0,2,,,,,,,0,,,,57,64
63120,note_on,,8,0,2,,,,,,,0,,,,57,127
63120,note_on,,0,0,2,,,,,,,0,,,,61,127
63120,note_on,,0,0,2,,,,,,,0,,,,64,127
63232,note_off,,352,0,3,,,,,,,2,,,,49,64
63240,note_on,,8,0,3,,,,,,,2,,,,49,127
63352,note_off,,112,0,3,,,,,,,2,,,,49,64
63352,note_off,,472,0,4,,,,,,,1,,,,69,64
63352,note_off,,472,0,1,,,,,,,3,,,,69,64
63352,note_off,,0,0,2,,,,,,,0,,,,57,64
63352,note_off,,0,0,2,,,,,,,0,,,,61,64
63352,note_off,,232,0,2,,,,,,,0,,,,64,64
63360,note_on,,0,0,2,,,,,,,0,,,,64,127
63360,note_on,,8,0,2,,,,,,,0,,,,56,127
63360,note_on,,8,0,4,,,,,,,1,,,,68,127
63360,note_on,,8,0,3,,,,,,,2,,,,52,127
63360,note_on,,8,0,1,,,,,,,3,,,,68,127
63360,note_on,,0,0,2,,,,,,,0,,,,59,127
63592,note_off,,232,0,2,,,,,,,0,,,,64,64
63592,note_off,,0,0,2,,,,,,,0,,,,59,64
63592,note_off,,0,0,2,,,,,,,0,,,,56,64
63600,note_on,,0,0,2,,,,,,,0,,,,59,127
63600,note_on,,0,0,2,,,,,,,0,,,,64,127
63600,note_on,,8,0,2,,,,,,,0,,,,56,127
63832,note_off,,472,0,4,,,,,,,1,,,,68,64
