tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
122760,note_on,,8,0,3,,,,,,,2,,,,51,127
122872,note_off,,0,0,2,,,,,,,0,,,,69,64
122872,note_off,,472,0,4,,,,,,,1,,,,66,64
122872,note_off,,112,0,3,,,,,,,2,,,,51,64
122872,note_off,,472,0,1,,,,,,,3,,,,66,64
122872,note_off,,0,0,2,,,,,,,0,,,,66,64
122872,note_off,,232,0,2,,,,,,,0,,,,71,64
122880,note_on,,0,0,2,,,,,,,0,,,,71,127
122880,note_on,,8,0,4,,,,,,,1,,,,69,127
122880,note_on,,8,0,1,,,,,,,3,,,,69,127
122880,note_on,,8,0,3,,,,,,,2,,,,52,127
122880,note_on,,8,0,2,,,,,,,0,,,,66,127
122880,note_on,,0,0,2,,,,,,,0,,,,69,127
123112,note_off,,232,0,2,,,,,,,0,,,,71,64
123112,note_off,,0,0,2,,,,,,,0,,,,66,64
123112,note_off,,0,0,2,,,,,,,0,,,,69,64
123120,note_on,,0,0,2,,,,,,,0,,,,69,127
123120,note_on,,8,0,2,,,,,,,0,,,,66,127
123120,note_on,,0,0,2,,,,,,,0,,,,71,127
123352,note_off,,0,0,2,,,,,,,0,,,,69,64
123352,note_off,,472,0,3,,,,,,,2,,,,52,64
123352,note_off,,472,0,1,,,,,,,3,,,,69,64
123352,note_off,,0,0,2,,,,,,,0,,,,66,64
123352,note_off,,232,0,2,,,,,,,0,,,,71,64
123352,note_off,,472,0,4,,,,,,,1,,,,69,64
123360,note_on,,8,0,2,,,,,,,0,,,,64,127
123360,note_on,,0,0,2,,,,,,,0,,,,71,127
123360,note_on,,8,0,4,,,,,,,1,,,,68,127
123360,note_on,,0,0,2,,,,,,,0,,,,68,127
123360,note_on,,8,0,3,,,,,,,2,,,,40,127
123360,note_on,,8,0,1,,,,,,,3,,,,68,127
123592,note_off,,232,0,2,,,,,,,0,,,,71,64
123592,note_off,,0,0,2,,,,,,,0,,,,68,64
123592,note_off,,0,0,2,,,,,,,0,,,,64,64
123600,note_on,,8,0,2,,,,,,,0,,,,64,127
123600,note_on,,0,0,2,,,,,,,0,,,,68,127
123600,note_on,,0,0,2,,,,,,,0,,,,71,127
123832,note_off,,232,0,2,,,,,,,0,,,,71,64
123832,note_off,,472,0,3,,,,,,,2,,,,40,64
123832,note_off,,0,0,2,,,,,,,0,,,,68,64
123832,note_off,,472,0,4,,,,,,,1,,,,68,64
123832,note_off,,0,0,2,,,,,,,0,,,,64,64
123832,note_off,,472,0,1,,,,,,,3,,,,68,64
123840,note_on,,0,0,2,,,,,,,0,,,,71,127
123840,note_on,,0,0,2,,,,,,,0,,,,68,127
123840,note_on,,8,0,2,,,,,,,0,,,,64,127
124072,note_off,,232,0,2,,,,,,,0,,,,71,64
124072,note_off,,0,0,2,,,,,,,0,,,,68,64
124072,note_off,,0,0,2,,,,,,,0,,,,64,64
124080,note_on,,8,0,2,,,,,,,0,,,,64,127
124080,note_on,,0,0,2,,,,,,,0,,,,68,127
124080,note_on,,0,0,2,,,,,,,0,,,,71,127
124312,note_off,,232,0,2,,,,,,,0,,,,71,64
124312,note_off,,0,0,2,,,,,,,0,,,,68,64
124312,note_off,,0,0,2,,,,,,,0,,,,64,64
124320,note_on,,488,0,4,,,,,,,1,,,,64,127
124320,note_on,,488,0,1,,,,,,,3,,,,64,127
124320,note_on,,8,0,2,,,,,,,0,,,,64,127
124320,note_on,,0,0,2,,,,,,,0,,,,71,127
124320,note_on,,488,0,3,,,,,,,2,,,,52,127
124320,note_on,,0,0,2,,,,,,,0,,,,68,127
124552,note_off,,0,0,2,,,,,,,0,,,,64,64
124552,note_off,,0,0,2,,,,,,,0,,,,68,64
124552,note_off,,232,0,2,,,,,,,0,,,,71,64
124560,note_on,,8,0,2,,,,,,,0,,,,64,127
124560,note_on,,0,0,2,,,,,,,0,,,,68,127
124560,note_on,,0,0,2,,,,,,,0,,,,71,127
124672,note_off,,352,0,3,,,,,,,2,,,,52,64
124680,note_on,,8,0,3,,,,,,,2,,,,52,127
124792,note_off,,232,0,2,,,,,,,0,,,,71,64
124792,note_off,,0,0,2,,,,,,,0,,,,68,64
124792,note_off,,112,0,3,,,,,,,2,,,,52,64
124792,note_off,,472,0,1,,,,,,,3,,,,64,64
124792,note_off,,0,0,2,,,,,,,0,,,,64,64
124792,note_off,,472,0,4,,,,,,,1,,,,64,64
124800,note_on,,8,0,3,,,,,,,2,,,,56,127
124800,note_on,,8,0,1,,,,,,,3,,,,71,127
124800,note_on,,0,0,2,,,,,,,0,,,,68,127
124800,note_on,,0,0,2,,,,,,,0,,,,71,127
124800,note_on,,8,0,4,,,,,,,1,,,,71,127
124800,note_on,,8,0,2,,,,,,,0,,,,64,127
125032,note_off,,232,0,2,,,,,,,0,,,,71,64
125032,note_off,,0,0,2,,,,,,,0,,,,68,64
125032,note_off,,0,0,2,,,,,,,0,,,,64,64
125040,note_on,,8,0,2,,,,,,,0,,,,64,127
125040,note_on,,0,0,2,,,,,,,0,,,,68,127
125040,note_on,,0,0,2,,,,,,,0,,,,71,127
125272,note_off,,472,0,4,,,,,,,1,,,,71,64
125272,note_off,,472,0,1,,,,,,,3,,,,71,64
125272,note_off,,472,0,3,,,,,,,2,,,,56,64
125272,note_off,,232,0,2,,,,,,,0,,,,71,64
125272,note_off,,0,0,2,,,,,,,0,,,,68,64
125272,note_off,,0,0,2,,,,,,,0,,,,64,64
125280,note_on,,8,0,4,,,,,,,1,,,,68,127
125280,note_on,,8,0,2,,,,,,,0,,,,64,127
125280,note_on,,0,0,2,,,,,,,0,,,,68,127
125280,note_on,,0,0,2,,,,,,,0,,,,71,127
125280,note_on,,8,0,1,,,,,,,3,,,,68,127
125280,note_on,,8,0,3,,,,,,,2,,,,52,127
125512,note_off,,232,0,2,,,,,,,0,,,,71,64
125512,note_off,,0,0,2,,,,,,,0,,,,68,64
125512,note_off,,0,0,2,,,,,,,0,,,,64,64
125520,note_on,,0,0,2,,,,,,,0,,,,68,127
125520,note_on,,8,0,2,,,,,,,0,,,,64,127
125520,note_on,,0,0,2,,,,,,,0,,,,71,127
125752,note_off,,472,0,1,,,,,,,3,,,,68,64
125752,note_off,,472,0,3,,,,,,,2,,,,52,64
125752,note_off,,232,0,2,,,,,,,0,,,,71,64
125752,note_off,,0,0,2,,,,,,,0,,,,68,64
125752,note_off,,0,0,2,,,,,,,0,,,,64,64
125752,note_off,,472,0,4,,,,,,,1,,,,68,64
125760,note_on,,8,0,3,,,,,,,2,,,,47,127
125760,note_on,,8,0,4,,,,,,,1,,,,74,127
125760,note_on,,0,0,2,,,,,,,0,,,,71,127
125760,note_on,,0,0,2,,,,,,,0,,,,68,127
125760,note_on,,8,0,2,,,,,,,0,,,,64,127
125760,note_on,,8,0,1,,,,,,,3,,,,74,127
125992,note_off,,0,0,2,,,,,,,0,,,,64,64
125992,note_off,,0,0,2,,,,,,,0,,,,68,64
125992,note_off,,232,0,2,,,,,,,0,,,,71,64
126000,note_on,,0,0,2,,,,,,,0,,,,71,127
126000,note_on,,0,0,2,,,,,,,0,,,,68,127
126000,note_on,,8,0,2,,,,,,,0,,,,64,127
126232,note_off,,0,0,2,,,,,,,0,,,,68,64
126232,note_off,,232,0,2,,,,,,,0,,,,71,64
126232,note_off,,0,0,2,,,,,,,0,,,,64,64
126232,note_off,,472,0,3,,,,,,,2,,,,47,64
126232,note_off,,472,0,4,,,,,,,1,,,,74,64
126232,note_off,,472,0,1,,,,,,,3,,,,74,64
126240,note_on,,8,0,3,,,,,,,2,,,,52,127
126240,note_on,,8,0,1,,,,,,,3,,,,71,127
126240,note_on,,8,0,4,,,,,,,1,,,,71,127
126240,note_on,,8,0,2,,,,,,,0,,,,64,127
126240,note_on,,0,0,2,,,,,,,0,,,,68,127
126240,note_on,,0,0,2,,,,,,,0,,,,71,127
126472,note_off,,0,0,2,,,,,,,0,,,,64,64
126472,note_off,,0,0,2,,,,,,,0,,,,68,64
126472,note_off,,232,0,2,,,,,,,0,,,,71,64
126480,note_on,,0,0,2,,,,,,,0,,,,71,127
126480,note_on,,0,0,2,,,,,,,0,,,,68,127
126480,note_on,,8,0,2,,,,,,,0,,,,64,127
126712,note_off,,232,0,2,,,,,,,0,,,,71,64
126712,note_off,,0,0,2,,,,,,,0,,,,64,64
126712,note_off,,472,0,4,,,,,,,1,,,,71,64
126712,note_off,,0,0,2,,,,,,,0,,,,68,64
126712,note_off,,472,0,3,,,,,,,2,,,,52,64
126712,note_off,,472,0,1,,,,,,,3,,,,71,64
126720,note_on,,0,0,2,,,,,,,0,,,,74,127
126720,note_on,,0,0,2,,,,,,,0,,,,71,127
126720,note_on,,8,0,2,,,,,,,0,,,,64,127
126720,note_on,,8,0,1,,,,,,,3,,,,78,127
126720,note_on,,8,0,3,,,,,,,2,,,,44,127
126720,note_on,,8,0,4,,,,,,,1,,,,78,127
126952,note_off,,232,0,2,,,,,,,0,,,,74,64
126952,note_off,,0,0,2,,,,,,,0,,,,71,64
126952,note_off,,0,0,2,,,,,,,0,,,,64,64
126960,note_on,,8,0,2,,,,,,,0,,,,64,127
126960,note_on,,0,0,2,,,,,,,0,,,,71,127
126960,note_on,,0,0,2,,,,,,,0,,,,74,127
127192,note_off,,232,0,2,,,,,,,0,,,,74,64
127192,note_off,,0,0,2,,,,,,,0,,,,71,64
127192,note_off,,0,0,2,,,,,,,0,,,,64,64
127200,note_on,,0,0,2,,,,,,,0,,,,74,127
127200,note_on,,0,0,2,,,,,,,0,,,,71,127
127200,note_on,,8,0,2,,,,,,,0,,,,64,127
127432,note_off,,232,0,2,,,,,,,0,,,,74,64
127432,note_off,,0,0,2,,,,,,,0,,,,71,64
127432,note_off,,0,0,2,,,,,,,0,,,,64,64
127432,note_off,,712,0,1,,,,,,,3,,,,78,64
127432,note_off,,712,0,3,,,,,,,2,,,,44,64
127432,note_off,,712,0,4,,,,,,,1,,,,78,64
127440,note_on,,8,0,4,,,,,,,1,,,,74,127
127440,note_on,,8,0,3,,,,,,,2,,,,47,127
127440,note_on,,0,0,2,,,,,,,0,,,,74,127
127440,note_on,,0,0,2,,,,,,,0,,,,71,127
127440,note_on,,8,0,2,,,,,,,0,,,,64,127
127440,note_on,,8,0,1,,,,,,,3,,,,74,127
127672,note_off,,0,0,2,,,,,,,0,,,,64,64
127672,note_off,,232,0,1,,,,,,,3,,,,74,64
127672,note_off,,232,0,2,,,,,,,0,,,,74,64
127672,note_off,,232,0,4,,,,,,,1,,,,74,64
127672,note_off,,232,0,3,,,,,,,2,,,,47,64
127672,note_off,,0,0,2,,,,,,,0,,,,71,64
127680,note_on,,8,0,4,,,,,,,1,,,,71,127
127680,note_on,,8,0,1,,,,,,,3,,,,71,127
127680,note_on,,8,0,3,,,,,,,2,,,,52,127
127680,note_on,,0,0,2,,,,,,,0,,,,74,127
127680,note_on,,0,0,2,,,,,,,0,,,,71,127
127680,note_on,,8,0,2,,,,,,,0,,,,64,127
127912,note_off,,0,0,2,,,,,,,0,,,,64,64
127912,note_off,,0,0,2,,,,,,,0,,,,71,64
127912,note_off,,232,0,2,,,,,,,0,,,,74,64
127920,note_on,,0,0,2,,,,,,,0,,,,71,127
127920,note_on,,8,0,2,,,,,,,0,,,,64,127
127920,note_on,,0,0,2,,,,,,,0,,,,74,127
128152,note_off,,0,0,2,,,,,,,0,,,,71,64
128152,note_off,,232,0,2,,,,,,,0,,,,74,64
128152,note_off,,472,0,1,,,,,,,3,,,,71,64
128152,note_off,,472,0,4,,,,,,,1,,,,71,64
128152,note_off,,472,0,3,,,,,,,2,,,,52,64
128152,note_off,,0,0,2,,,,,,,0,,,,64,64
128160,note_on,,0,0,2,,,,,,,0,,,,74,127
128160,note_on,,0,0,2,,,,,,,0,,,,71,127
128160,note_on,,8,0,2,,,,,,,0,,,,64,127
128392,note_off,,0,0,2,,,,,,,0,,,,64,64
128392,note_off,,0,0,2,,,,,,,0,,,,71,64
128392,note_off,,232,0,2,,,,,,,0,,,,74,64
128400,note_on,,0,0,2,,,,,,,0,,,,71,127
128400,note_on,,8,0,2,,,,,,,0,,,,64,127
128400,note_on,,0,0,2,,,,,,,0,,,,74,127
128632,note_off,,0,0,2,,,,,,,0,,,,71,64
128632,note_off,,232,0,2,,,,,,,0,,,,74,64
128632,note_off,,0,0,2,,,,,,,0,,,,64,64
128640,note_on,,0,0,2,,,,,,,0,,,,69,127
128640,note_on,,0,0,2,,,,,,,0,,,,74,127
128640,note_on,,0,0,2,,,,,,,0,,,,71,127
128640,note_on,,488,0,3,,,,,,,2,,,,78,127
128640,note_on,,8,0,2,,,,,,,0,,,,64,127
128872,note_off,,232,0,2,,,,,,,0,,,,74,64
128872,note_off,,0,0,2,,,,,,,0,,,,71,64
128872,note_off,,0,0,2,,,,,,,0,,,,69,64
128872,note_off,,0,0,2,,,,,,,0,,,,64,64
128880,note_on,,0,0,2,,,,,,,0,,,,69,127
128880,note_on,,8,0,2,,,,,,,0,,,,64,127
128880,note_on,,0,0,2,,,,,,,0,,,,71,127
128880,note_on,,0,0,2,,,,,,,0,,,,74,127
129112,note_off,,0,0,2,,,,,,,0,,,,64,64
129112,note_off,,0,0,2,,,,,,,0,,,,69,64
129112,note_off,,232,0,2,,,,,,,0,,,,74,64
129112,note_off,,0,0,2,,,,,,,0,,,,71,64
129120,note_on,,0,0,2,,,,,,,0,,,,74,127
129120,note_on,,0,0,2,,,,,,,0,,,,71,127
129120,note_on,,8,0,2,,,,,,,0,,,,64,127
129120,note_on,,0,0,2,,,,,,,0,,,,69,127
129352,note_off,,232,0,2,,,,,,,0,,,,74,64
129352,note_off,,0,0,2,,,,,,,0,,,,71,64
129352,note_off,,0,0,2,,,,,,,0,,,,69,64
129352,note_off,,0,0,2,,,,,,,0,,,,64,64
129360,note_on,,0,0,2,,,,,,,0,,,,74,127
129360,note_on,,8,0,2,,,,,,,0,,,,64,127
129360,note_on,,0,0,2,,,,,,,0,,,,69,127
129360,note_on,,0,0,2,,,,,,,0,,,,71,127
129592,note_off,,0,0,2,,,,,,,0,,,,69,64
129592,note_off,,952,0,3,,,,,,,2,,,,78,64
129592,note_off,,232,0,2,,,,,,,0,,,,74,64
129592,note_off,,0,0,2,,,,,,,0,,,,71,64
129592,note_off,,0,0,2,,,,,,,0,,,,64,64
129600,note_on,,8,0,3,,,,,,,2,,,,76,127
129600,note_on,,0,0,2,,,,,,,0,,,,71,127
129600,note_on,,8,0,2,,,,,,,0,,,,64,127
129600,note_on,,0,0,2,,,,,,,0,,,,68,127
129600,note_on,,0,0,2,,,,,,,0,,,,74,127
129832,note_off,,0,0,2,,,,,,,0,,,,71,64
129832,note_off,,0,0,2,,,,,,,0,,,,68,64
129832,note_off,,0,0,2,,,,,,,0,,,,64,64
129832,note_off,,232,0,2,,,,,,,0,,,,74,64
129840,note_on,,8,0,2,,,,,,,0,,,,64,127
129840,note_on,,0,0,2,,,,,,,0,,,,68,127
129840,note_on,,0,0,2,,,,,,,0,,,,71,127
129840,note_on,,0,0,2,,,,,,,0,,,,74,127
130072,note_off,,232,0,2,,,,,,,0,,,,74,64
130072,note_off,,0,0,2,,,,,,,0,,,,71,64
130072,note_off,,0,0,2,,,,,,,0,,,,68,64
130072,note_off,,0,0,2,,,,,,,0,,,,64,64
130072,note_off,,472,0,3,,,,,,,2,,,,76,64
130080,note_on,,0,0,2,,,,,,,0,,,,68,127
130080,note_on,,0,0,2,,,,,,,0,,,,71,127
130080,note_on,,0,0,2,,,,,,,0,,,,74,127
130080,note_on,,8,0,2,,,,,,,0,,,,64,127
130312,note_off,,232,0,2,,,,,,,0,,,,74,64
130312,note_off,,0,0,2,,,,,,,0,,,,71,64
130312,note_off,,0,0,2,,,,,,,0,,,,68,64
130312,note_off,,0,0,2,,,,,,,0,,,,64,64
130320,note_on,,8,0,2,,,,,,,0,,,,64,127
130320,note_on,,0,0,2,,,,,,,0,,,,68,127
130320,note_on,,0,0,2,,,,,,,0,,,,71,127
130320,note_on,,0,0,2,,,,,,,0,,,,74,127
130552,note_off,,0,0,2,,,,,,,0,,,,68,64
130552,note_off,,232,0,2,,,,,,,0,,,,74,64
130552,note_off,,0,0,2,,,,,,,0,,,,71,64
130552,note_off,,0,0,2,,,,,,,0,,,,64,64
130560,note_on,,2408,0,4,,,,,,,1,,,,76,127
130560,note_on,,2408,0,1,,,,,,,3,,,,76,127
130560,note_on,,8,0,2,,,,,,,0,,,,64,127
130560,note_on,,0,0,2,,,,,,,0,,,,69,127
130560,note_on,,0,0,2,,,,,,,0,,,,73,127
130560,note_on,,488,0,3,,,,,,,2,,,,45,127
130792,note_off,,232,0,2,,,,,,,0,,,,73,64
130792,note_off,,0,0,2,,,,,,,0,,,,69,64
130792,note_off,,0,0,2,,,,,,,0,,,,64,64
130800,note_on,,0,0,2,,,,,,,0,,,,73,127
130800,note_on,,8,0,2,,,,,,,0,,,,64,127
130800,note_on,,0,0,2,,,,,,,0,,,,69,127
131032,note_off,,232,0,2,,,,,,,0,,,,73,64
131032,note_off,,0,0,2,,,,,,,0,,,,69,64
131032,note_off,,0,0,2,,,,,,,0,,,,64,64
131032,note_off,,472,0,3,,,,,,,2,,,,45,64
131040,note_on,,8,0,3,,,,,,,2,,,,49,127
131040,note_on,,8,0,2,,,,,,,0,,,,64,127
131040,note_on,,0,0,2,,,,,,,0,,,,69,127
131040,note_on,,0,0,2,,,,,,,0,,,,73,127
131272,note_off,,232,0,2,,,,,,,0,,,,73,64
131272,note_off,,0,0,2,,,,,,,0,,,,69,64
131272,note_off,,0,0,2,,,,,,,0,,,,64,64
131280,note_on,,0,0,2,,,,,,,0,,,,69,127
131280,note_on,,8,0,2,,,,,,,0,,,,64,127
131280,note_on,,0,0,2,,,,,,,0,,,,73,127
131512,note_off,,232,0,2,,,,,,,0,,,,73,64
131512,note_off,,0,0,2,,,,,,,0,,,,69,64
131512,note_off,,0,0,2,,,,,,,0,,,,64,64
131512,note_off,,472,0,3,,,,,,,2,,,,49,64
131520,note_on,,8,0,2,,,,,,,0,,,,64,127
131520,note_on,,0,0,2,,,,,,,0,,,,69,127
131520,note_on,,0,0,2,,,,,,,0,,,,73,127
131752,note_off,,232,0,2,,,,,,,0,,,,73,64
131752,note_off,,0,0,2,,,,,,,0,,,,69,64
131752,note_off,,0,0,2,,,,,,,0,,,,64,64
131760,note_on,,0,0,2,,,,,,,0,,,,73,127
131760,note_on,,0,0,2,,,,,,,0,,,,69,127
131760,note_on,,8,0,2,,,,,,,0,,,,64,127
131992,note_off,,0,0,2,,,,,,,0,,,,69,64
131992,note_off,,1432,0,1,,,,,,,3,,,,76,64
131992,note_off,,1432,0,4,,,,,,,1,,,,76,64
131992,note_off,,0,0,2,,,,,,,0,,,,64,64
131992,note_off,,232,0,2,,,,,,,0,,,,73,64
132000,note_on,,8,0,2,,,,,,,0,,,,64,127
132000,note_on,,0,0,2,,,,,,,0,,,,69,127
132000,note_on,,0,0,2,,,,,,,0,,,,73,127
132000,note_on,,8,0,1,,,,,,,3,,,,73,127
132000,note_on,,488,0,3,,,,,,,2,,,,45,127
132000,note_on,,8,0,4,,,,,,,1,,,,73,127
132232,note_off,,232,0,2,,,,,,,0,,,,73,64
132232,note_off,,0,0,2,,,,,,,0,,,,69,64
132232,note_off,,232,0,1,,,,,,,3,,,,73,64
132232,note_off,,0,0,2,,,,,,,0,,,,64,64
132232,note_off,,232,0,4,,,,,,,1,,,,73,64
132240,note_on,,8,0,4,,,,,,,1,,,,69,127
132240,note_on,,8,0,1,,,,,,,3,,,,69,127
132240,note_on,,8,0,2,,,,,,,0,,,,64,127
132240,note_on,,0,0,2,,,,,,,0,,,,69,127
132240,note_on,,0,0,2,,,,,,,0,,,,73,127
132352,note_off,,352,0,3,,,,,,,2,,,,45,64
132360,note_on,,8,0,3,,,,,,,2,,,,45,127
132472,note_off,,232,0,2,,,,,,,0,,,,73,64
132472,note_off,,232,0,4,,,,,,,1,,,,69,64
132472,note_off,,0,0,2,,,,,,,0,,,,64,64
132472,note_off,,112,0,3,,,,,,,2,,,,45,64
132472,note_off,,232,0,1,,,,,,,3,,,,69,64
132472,note_off,,0,0,2,,,,,,,0,,,,69,64
132480,note_on,,8,0,2,,,,,,,0,,,,66,127
132480,note_on,,8,0,4,,,,,,,1,,,,68,127
132480,note_on,,8,0,1,,,,,,,3,,,,68,127
132480,note_on,,0,0,2,,,,,,,0,,,,69,127
132480,note_on,,0,0,2,,,,,,,0,,,,74,127
132480,note_on,,8,0,3,,,,,,,2,,,,50,127
132712,note_off,,232,0,2,,,,,,,0,,,,74,64
132712,note_off,,0,0,2,,,,,,,0,,,,66,64
132712,note_off,,0,0,2,,,,,,,0,,,,69,64
132720,note_on,,0,0,2,,,,,,,0,,,,74,127
132720,note_on,,0,0,2,,,,,,,0,,,,69,127
132720,note_on,,8,0,2,,,,,,,0,,,,66,127
132952,note_off,,0,0,2,,,,,,,0,,,,69,64
132952,note_off,,0,0,2,,,,,,,0,,,,66,64
132952,note_off,,472,0,4,,,,,,,1,,,,68,64
132952,note_off,,472,0,1,,,,,,,3,,,,68,64
132952,note_off,,472,0,3,,,,,,,2,,,,50,64
132952,note_off,,232,0,2,,,,,,,0,,,,74,64
132960,note_on,,8,0,4,,,,,,,1,,,,66,127
132960,note_on,,8,0,3,,,,,,,2,,,,54,127
132960,note_on,,8,0,2,,,,,,,0,,,,66,127
132960,note_on,,8,0,1,,,,,,,3,,,,66,127
132960,note_on,,0,0,2,,,,,,,0,,,,74,127
132960,note_on,,0,0,2,,,,,,,0,,,,70,127
133192,note_off,,0,0,2,,,,,,,0,,,,70,64
133192,note_off,,232,0,2,,,,,,,0,,,,74,64
133192,note_off,,0,0,2,,,,,,,0,,,,66,64
133200,note_on,,0,0,2,,,,,,,0,,,,74,127
133200,note_on,,0,0,2,,,,,,,0,,,,70,127
133200,note_on,,8,0,2,,,,,,,0,,,,66,127
133432,note_off,,0,0,2,,,,,,,0,,,,66,64
133432,note_off,,232,0,2,,,,,,,0,,,,74,64
133432,note_off,,472,0,4,,,,,,,1,,,,66,64
133432,note_off,,472,0,3,,,,,,,2,,,,54,64
133432,note_off,,472,0,1,,,,,,,3,,,,66,64
133432,note_off,,0,0,2,,,,,,,0,,,,70,64
133440,note_on,,8,0,2,,,,,,,0,,,,66,127
133440,note_on,,0,0,2,,,,,,,0,,,,71,127
133440,note_on,,0,0,2,,,,,,,0,,,,74,127
133672,note_off,,0,0,2,,,,,,,0,,,,66,64
133672,note_off,,0,0,2,,,,,,,0,,,,71,64
133672,note_off,,232,0,2,,,,,,,0,,,,74,64
133680,note_on,,0,0,2,,,,,,,0,,,,71,127
133680,note_on,,8,0,2,,,,,,,0,,,,66,127
133680,note_on,,0,0,2,,,,,,,0,,,,74,127
133912,note_off,,0,0,2,,,,,,,0,,,,71,64
133912,note_off,,232,0,2,,,,,,,0,,,,74,64
133912,note_off,,0,0,2,,,,,,,0,,,,66,64
133920,note_on,,488,0,3,,,,,,,2,,,,46,127
133920,note_on,,0,0,2,,,,,,,0,,,,74,127
133920,note_on,,0,0,2,,,,,,,0,,,,73,127
133920,note_on,,8,0,2,,,,,,,0,,,,66,127
134152,note_off,,0,0,2,,,,,,,0,,,,66,64
134152,note_off,,232,0,2,,,,,,,0,,,,74,64
134152,note_off,,0,0,2,,,,,,,0,,,,73,64
134160,note_on,,0,0,2,,,,,,,0,,,,74,127
134160,note_on,,0,0,2,,,,,,,0,,,,73,127
134160,note_on,,8,0,2,,,,,,,0,,,,66,127
134272,note_off,,352,0,3,,,,,,,2,,,,46,64
134280,note_on,,8,0,3,,,,,,,2,,,,46,127
134392,note_off,,0,0,2,,,,,,,0,,,,66,64
134392,note_off,,112,0,3,,,,,,,2,,,,46,64
134392,note_off,,232,0,2,,,,,,,0,,,,74,64
134392,note_off,,0,0,2,,,,,,,0,,,,73,64
134400,note_on,,968,0,1,,,,,,,3,,,,74,127
134400,note_on,,968,0,4,,,,,,,1,,,,74,127
134400,note_on,,8,0,3,,,,,,,2,,,,47,127
134400,note_on,,0,0,2,,,,,,,0,,,,74,127
134400,note_on,,8,0,2,,,,,,,0,,,,66,127
134632,note_off,,232,0,2,,,,,,,0,,,,74,64
134632,note_off,,0,0,2,,,,,,,0,,,,66,64
134640,note_on,,8,0,2,,,,,,,0,,,,66,127
134640,note_on,,0,0,2,,,,,,,0,,,,74,127
134872,note_off,,472,0,3,,,,,,,2,,,,47,64
134872,note_off,,0,0,2,,,,,,,0,,,,66,64
134872,note_off,,232,0,2,,,,,,,0,,,,74,64
134880,note_on,,0,0,2,,,,,,,0,,,,71,127
134880,note_on,,8,0,2,,,,,,,0,,,,66,127
134880,note_on,,8,0,3,,,,,,,2,,,,50,127
134880,note_on,,0,0,2,,,,,,,0,,,,74,127
135112,note_off,,0,0,2,,,,,,,0,,,,71,64
135112,note_off,,232,0,2,,,,,,,0,,,,74,64
135112,note_off,,0,0,2,,,,,,,0,,,,66,64
135120,note_on,,0,0,2,,,,,,,0,,,,74,127
135120,note_on,,8,0,2,,,,,,,0,,,,66,127
135120,note_on,,0,0,2,,,,,,,0,,,,71,127
135352,note_off,,472,0,3,,,,,,,2,,,,50,64
135352,note_off,,0,0,2,,,,,,,0,,,,66,64
135352,note_off,,0,0,2,,,,,,,0,,,,71,64
135352,note_off,,232,0,2,,,,,,,0,,,,74,64
135360,note_on,,0,0,2,,,,,,,0,,,,71,127
135360,note_on,,0,0,2,,,,,,,0,,,,74,127
135360,note_on,,8,0,2,,,,,,,0,,,,66,127
135592,note_off,,0,0,2,,,,,,,0,,,,71,64
135592,note_off,,232,0,2,,,,,,,0,,,,74,64
135592,note_off,,0,0,2,,,,,,,0,,,,66,64
135600,note_on,,0,0,2,,,,,,,0,,,,74,127
135600,note_on,,0,0,2,,,,,,,0,,,,71,127
135600,note_on,,8,0,2,,,,,,,0,,,,66,127
135832,note_off,,0,0,2,,,,,,,0,,,,66,64
135832,note_off,,0,0,2,,,,,,,0,,,,71,64
135832,note_off,,232,0,2,,,,,,,0,,,,74,64
135832,note_off,,1432,0,4,,,,,,,1,,,,74,64
135832,note_off,,1432,0,1,,,,,,,3,,,,74,64
135840,note_on,,488,0,3,,,,,,,2,,,,45,127
135840,note_on,,8,0,2,,,,,,,0,,,,66,127
135840,note_on,,0,0,2,,,,,,,0,,,,71,127
135840,note_on,,0,0,2,,,,,,,0,,,,74,127
135840,note_on,,8,0,4,,,,,,,1,,,,73,127
135840,note_on,,8,0,1,,,,,,,3,,,,73,127
135952,note_off,,112,0,4,,,,,,,1,,,,73,64
135952,note_off,,112,0,1,,,,,,,3,,,,73,64
135960,note_on,,8,0,1,,,,,,,3,,,,71,127
135960,note_on,,8,0,4,,,,,,,1,,,,71,127
136072,note_off,,0,0,2,,,,,,,0,,,,66,64
136072,note_off,,112,0,4,,,,,,,1,,,,71,64
136072,note_off,,112,0,1,,,,,,,3,,,,71,64
136072,note_off,,0,0,2,,,,,,,0,,,,71,64
136072,note_off,,232,0,2,,,,,,,0,,,,74,64
136080,note_on,,0,0,2,,,,,,,0,,,,74,127
136080,note_on,,8,0,2,,,,,,,0,,,,66,127
136080,note_on,,0,0,2,,,,,,,0,,,,71,127
136080,note_on,,8,0,1,,,,,,,3,,,,69,127
136080,note_on,,8,0,4,,,,,,,1,,,,69,127
136192,note_off,,352,0,3,,,,,,,2,,,,45,64
136192,note_off,,112,0,1,,,,,,,3,,,,69,64
136192,note_off,,112,0,4,,,,,,,1,,,,69,64
136200,note_on,,8,0,4,,,,,,,1,,,,68,127
136200,note_on,,8,0,3,,,,,,,2,,,,45,127
136200,note_on,,8,0,1,,,,,,,3,,,,68,127
136312,note_off,,112,0,4,,,,,,,1,,,,68,64
